,pyrim,,,machine,,,housing,,,stock,,,abalone,,,pyrim10,,,machine10,,,housing10,,,stock10,,,abalone10,,,bank1-10,,,bank1-5,,,bank2-10,,,bank2-5,,,calhousing-10,,,calhousing-5,,,census1-10,,,census1-5,,,census2-10,,,census2-5,,,computer1-10,,,computer1-5,,,computer2-10,,,computer2-5
MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time
0.375000,0.458333,0.270319,0.372881,0.372881,0.306499,0.368932,0.427184,0.337132,0.385714,0.411429,0.547246,0.538244,0.686497,4.098390,0.750000,1.708333,0.282504,0.610169,0.898305,0.348006,0.567961,0.825243,0.436848,0.534286,0.794286,0.658948,0.745042,1.452314,4.628406,0.488578,0.574306,0.252980,0.299189,0.305330,0.244859,0.790809,1.894666,0.976210,0.656770,0.990760,0.501611,0.690727,1.179307,0.192814,0.490190,0.583309,0.255624,0.741475,1.531204,0.308964,0.548764,0.716485,0.309616,0.775283,1.600159,0.370470,0.594359,0.788611,0.219746,0.576125,0.866411,0.301578,0.400272,0.459960,0.267922,0.574563,0.834387,0.531600,0.336432,0.364820,0.315938,
0.583333,0.791667,0.285894,0.474576,0.474576,0.254280,0.378641,0.417476,0.390782,0.360000,0.385714,0.498364,0.545168,0.696254,4.046605,0.708333,1.333333,0.628804,0.559322,0.864407,0.317645,0.635922,0.888350,0.421913,0.574286,0.805714,0.630517,0.747875,1.471199,4.789836,0.444731,0.494964,0.345096,0.249939,0.254483,0.211360,0.825428,2.140692,0.279646,0.685598,1.139584,0.218096,0.711127,1.264861,0.264801,0.481698,0.584285,0.270900,0.762838,1.641293,0.218638,0.549206,0.750409,0.276850,0.772228,1.606181,0.274911,0.579835,0.790648,0.348337,0.555981,0.847751,0.292540,0.376174,0.425606,0.251034,0.533656,0.806991,0.935532,0.379695,0.425809,0.418906,
0.416667,0.541667,0.535087,0.491525,0.542373,0.332305,0.339806,0.388350,0.396373,0.345714,0.391429,0.489250,0.536355,0.692792,4.232074,0.875000,1.375000,0.261485,0.525424,0.728814,0.341445,0.611650,0.936893,0.385354,0.551429,0.791429,0.699211,0.742524,1.454832,4.753041,0.450626,0.511914,0.184424,0.256325,0.258782,0.157044,0.818775,2.185783,0.520184,0.620549,0.924603,0.298682,0.696828,1.201659,0.382990,0.479112,0.578136,0.213282,0.763413,1.646557,0.542649,0.566146,0.724933,0.254810,0.777896,1.653516,0.326014,0.573902,0.780110,0.311619,0.596515,0.887543,0.288150,0.382971,0.440929,0.280300,0.535515,0.722449,0.329891,0.317342,0.345853,0.356402,
0.458333,0.708333,0.559922,0.457627,0.508475,0.340727,0.349515,0.393204,0.394971,0.388571,0.402857,0.467483,0.534781,0.680831,4.121854,0.625000,1.500000,0.630100,0.677966,0.966102,0.394355,0.587379,0.781553,0.488989,0.557143,0.822857,0.647314,0.730878,1.438149,4.750398,0.477033,0.555269,0.180273,0.271186,0.275117,0.167823,0.796107,1.753850,0.693857,0.623260,0.925095,0.255487,0.726696,1.316642,0.259763,0.504441,0.610835,0.239911,0.761688,1.521960,0.318057,0.563006,0.758061,0.248930,0.781394,1.659449,0.357087,0.628808,0.886026,0.415893,0.580697,0.881241,0.211312,0.367771,0.422392,0.295771,0.527705,0.769431,0.652835,0.361969,0.410933,0.342031,
0.666667,0.833333,0.535555,0.322034,0.338983,0.348478,0.398058,0.451456,0.379674,0.362857,0.382857,0.470637,0.532578,0.683034,4.092528,0.666667,1.916667,0.570820,0.542373,0.762712,0.399314,0.563107,0.864078,0.420143,0.562857,0.805714,0.680546,0.744728,1.448222,4.746307,0.481086,0.574429,0.186505,0.268607,0.272292,0.238486,0.812862,1.949489,0.513731,0.625724,0.949612,0.284843,0.695217,1.222352,0.272624,0.488336,0.586579,0.209922,0.752709,1.502322,0.200056,0.555133,0.733027,0.288384,0.779844,1.619155,0.229251,0.564736,0.754516,0.446173,0.572417,0.830326,0.499676,0.412012,0.473060,0.201854,0.534523,0.762861,0.639615,0.351060,0.385273,0.236273,
0.458333,0.625000,0.241368,0.254237,0.271186,0.308510,0.334951,0.344660,0.389817,0.368571,0.385714,0.472472,0.537299,0.689015,4.309515,0.875000,1.916667,0.279442,0.711864,0.898305,0.296140,0.635922,0.936893,0.479532,0.554286,0.811429,0.664473,0.739692,1.446963,4.650000,0.493982,0.575780,0.213810,0.245517,0.246868,0.218644,0.795614,1.908094,0.597664,0.643957,0.953308,0.196246,0.709956,1.214739,0.179613,0.521767,0.638848,0.169573,0.764297,1.565085,0.372864,0.557566,0.727852,0.274077,0.768996,1.610122,0.380787,0.576603,0.774221,0.221250,0.587741,0.873085,0.498526,0.372837,0.418809,0.262006,0.528077,0.740920,0.638370,0.337672,0.373497,1.370679,
0.250000,0.416667,0.545217,0.355932,0.372881,0.334788,0.364078,0.402913,0.468315,0.397143,0.434286,0.490221,0.531319,0.684293,4.112887,0.750000,1.500000,0.604233,0.694915,1.050847,0.350247,0.606796,0.956311,0.436224,0.574286,0.794286,0.640228,0.746616,1.447277,4.522686,0.427659,0.480103,0.541125,0.335298,0.346352,0.220612,0.792657,1.839966,0.413774,0.620057,0.906493,0.269603,0.698341,1.216886,0.257330,0.488141,0.592533,0.414218,0.780663,1.675483,0.405772,0.563846,0.748817,0.261538,0.792729,1.633059,0.375910,0.584352,0.765188,0.218276,0.573653,0.865670,0.195563,0.386678,0.446738,0.188438,0.532416,0.722449,0.354369,0.358250,0.399529,0.248774,
0.458333,0.666667,0.531294,0.338983,0.355932,0.403134,0.334951,0.383495,0.326820,0.351429,0.385714,0.460398,0.546113,0.693421,4.095884,0.708333,1.625000,0.581829,0.644068,0.983051,0.339004,0.621359,0.932039,0.420884,0.565714,0.808571,0.634125,0.746616,1.476550,4.668461,0.479980,0.568411,0.240731,0.281381,0.285188,0.216949,0.796600,1.934089,0.420494,0.632992,1.018480,0.542219,0.719912,1.317082,0.925668,0.483260,0.576184,0.248755,0.743332,1.509222,0.363569,0.562917,0.742271,0.356993,0.787726,1.639524,0.348250,0.587141,0.784183,0.436550,0.588606,0.913742,0.297321,0.376050,0.424370,0.280073,0.539482,0.811702,1.355863,0.328623,0.361349,0.293007,
0.666667,1.083333,0.550159,0.372881,0.423729,0.303181,0.354369,0.407767,0.366489,0.360000,0.377143,0.496592,0.537299,0.698143,4.212483,0.750000,1.833333,0.290673,0.644068,0.915254,0.320150,0.563107,0.917476,0.469524,0.557143,0.800000,0.640634,0.745042,1.454517,4.653945,0.459347,0.518055,0.350240,0.286293,0.290101,0.177681,0.798571,1.928299,0.644742,0.674757,1.007022,0.193144,0.705759,1.193021,0.299368,0.490434,0.577208,0.180150,0.751736,1.524437,0.264776,0.568977,0.738909,1.530462,0.794456,1.700939,0.356237,0.593960,0.771077,0.237943,0.585269,0.920910,0.497449,0.385937,0.438334,0.231196,0.523367,0.695798,0.345814,0.353415,0.380687,0.211417,
0.500000,0.625000,0.281530,0.389831,0.406780,0.259747,0.368932,0.427184,0.483259,0.377143,0.402857,0.482115,0.544539,0.689644,4.310781,0.625000,1.208333,0.260706,0.627119,0.881356,0.355711,0.577670,0.844660,0.495021,0.537143,0.811429,0.594962,0.749764,1.471199,4.752984,0.485262,0.568165,0.158302,0.245886,0.248956,0.231970,0.814710,1.995442,0.618624,0.646298,1.029198,0.209298,0.687360,1.195266,0.304100,0.484578,0.581552,0.654453,0.736123,1.471007,0.260124,0.561325,0.726348,0.358040,0.776567,1.651258,0.236820,0.612292,0.820094,0.345357,0.589471,0.903114,0.315418,0.358502,0.408057,0.332157,0.553737,0.816413,0.366132,0.325028,0.361969,0.216948,
