,contact-lenses,,,pasture,,,squash-stored,,,squash-unstored,,,tae,,,newthyroid,,,balance-scale,,,SWD,,,car,,,bondrate,,,toy,,,eucalyptus,,,LEV,,,automobile,,,winequality-red,,,ESL,,,ERA
MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time
0.333333,0.333333,0.273698,0.666667,0.777778,0.394835,0.692308,0.846154,0.570677,0.615385,0.769231,0.604581,0.500000,0.605263,1.138519,0.037037,0.037037,0.281231,0.089172,0.108280,0.430801,0.472000,0.492000,0.433306,0.960648,1.662037,1.129651,0.733333,1.000000,0.548508,0.680000,0.906667,0.290135,0.826087,1.222826,19.918598,0.332000,0.376000,0.615390,0.576923,0.750000,6.399829,0.407500,0.440000,0.780181,0.270492,0.278689,0.494160,0.728000,1.160000,0.487858,
0.333333,0.333333,0.289656,0.555556,0.666667,0.443361,0.692308,0.846154,0.571034,0.692308,0.923077,0.626639,0.526316,0.631579,1.317319,0.018519,0.018519,0.898280,0.089172,0.108280,0.366752,0.420000,0.424000,0.482253,0.960648,1.662037,3.932631,0.466667,0.666667,0.613779,0.706667,1.013333,0.290664,0.853261,2.043478,1.349780,0.364000,0.396000,0.651070,0.423077,0.538462,9.148725,0.390000,0.422500,0.810607,0.311475,0.311475,0.516895,0.736000,1.168000,0.471360,
0.500000,0.833333,0.324635,0.666667,0.666667,0.398162,0.769231,1.000000,0.682283,0.769231,1.076923,0.608037,0.473684,0.526316,1.198842,0.018519,0.018519,0.322249,0.101911,0.121019,0.493448,0.420000,0.444000,0.442686,0.960648,1.662037,2.145465,0.733333,0.933333,0.531693,0.706667,0.960000,0.285693,0.853261,2.048913,0.691023,0.384000,0.408000,0.707099,0.365385,0.461538,9.614675,0.435000,0.472500,0.744952,0.311475,0.344262,0.511580,0.748000,1.236000,0.457207,
0.166667,0.166667,0.283248,0.444444,0.555556,0.405985,0.846154,1.230769,0.595948,0.538462,0.692308,0.567830,0.526316,0.605263,1.250631,0.037037,0.037037,0.380333,0.082803,0.101911,0.520919,0.400000,0.416000,0.430438,0.064815,0.064815,6.613263,0.600000,0.733333,0.566753,0.720000,0.946667,0.277018,0.858696,2.054348,2.256591,0.372000,0.404000,0.848761,0.423077,0.519231,9.727226,0.397500,0.442500,0.844670,0.295082,0.303279,0.377378,0.728000,1.224000,0.463405,
0.333333,0.333333,0.282323,0.444444,0.666667,0.428892,0.692308,0.923077,0.574847,0.461538,0.461538,0.664894,0.552632,0.631579,1.209609,0.055556,0.055556,0.321028,0.101911,0.121019,0.446712,0.468000,0.488000,0.466393,0.960648,1.662037,0.661118,0.666667,0.866667,0.535126,0.746667,1.000000,0.280130,0.853261,2.048913,1.105047,0.392000,0.424000,0.766450,0.865385,2.153846,1.089698,0.410000,0.440000,0.776088,0.278689,0.286885,0.570427,0.752000,1.156000,0.516427,
0.333333,0.333333,0.289401,0.666667,0.888889,0.416453,0.692308,0.923077,0.636598,0.538462,0.769231,0.556687,0.578947,0.710526,1.156479,0.074074,0.074074,0.301080,0.076433,0.082803,0.350911,0.432000,0.448000,0.443545,0.960648,1.662037,2.381025,0.666667,0.800000,0.520191,0.720000,0.973333,0.324451,0.858696,2.059783,0.831204,0.348000,0.380000,0.537742,0.480769,0.788462,7.685917,0.410000,0.432500,0.867373,0.286885,0.303279,0.451341,0.716000,1.232000,0.499996,
0.500000,0.833333,0.287342,0.666667,0.777778,0.382636,0.923077,1.384615,0.675529,0.615385,0.692308,0.609896,0.526316,0.736842,1.243063,0.018519,0.018519,0.377428,0.095541,0.101911,0.521660,0.364000,0.384000,0.570450,0.960648,1.662037,3.070801,0.800000,1.000000,0.516803,0.746667,1.026667,0.272189,0.847826,1.418478,18.732423,0.376000,0.412000,0.983251,0.423077,0.615385,9.827838,0.412500,0.442500,0.719590,0.278689,0.286885,0.486054,0.724000,1.232000,0.476678,
0.833333,0.833333,0.283139,0.666667,0.777778,0.383584,0.307692,0.384615,0.655734,0.692308,0.923077,0.640862,0.368421,0.526316,1.357845,0.018519,0.018519,0.331435,0.133758,0.146497,0.511900,0.432000,0.456000,0.457941,0.960648,1.662037,2.257347,0.533333,0.600000,0.510947,0.653333,0.986667,0.271517,0.826087,1.766304,22.191139,0.400000,0.436000,0.706577,0.365385,0.519231,9.063939,0.412500,0.450000,0.793511,0.327869,0.344262,0.527144,0.756000,1.284000,0.501713,
0.166667,0.333333,0.289890,0.666667,0.888889,0.473491,0.692308,0.923077,0.681370,0.615385,0.692308,0.585900,0.500000,0.605263,1.432014,0.074074,0.074074,0.331900,0.095541,0.121019,0.548374,0.436000,0.452000,0.464232,0.076389,0.078704,6.524138,0.866667,1.466667,0.516405,0.693333,0.933333,0.265456,0.858696,2.059783,2.759210,0.388000,0.436000,0.763798,0.442308,0.615385,11.093737,0.415000,0.445000,0.717721,0.344262,0.368852,0.492713,0.752000,1.240000,0.463994,
0.500000,0.833333,0.275504,0.555556,0.555556,0.377398,0.615385,0.692308,0.578802,0.846154,1.076923,0.594516,0.552632,0.657895,1.248345,0.018519,0.018519,0.289926,0.114650,0.121019,0.494835,0.408000,0.436000,0.458096,0.960648,1.662037,0.541199,0.533333,1.066667,0.618875,0.733333,0.946667,0.260533,0.858696,2.065217,19.541814,0.440000,0.480000,1.050868,0.403846,0.500000,10.529210,0.397500,0.417500,0.718930,0.303279,0.336066,0.558204,0.732000,1.192000,0.476288,
0.500000,0.500000,0.278957,0.222222,0.222222,0.399030,0.538462,0.769231,0.608746,0.692308,0.923077,0.581856,0.447368,0.605263,1.242297,0.000000,0.000000,0.366398,0.082803,0.095541,0.474518,0.428000,0.436000,0.471572,0.960648,1.662037,2.316247,0.333333,0.400000,0.512832,0.666667,0.920000,0.283641,0.858696,2.065217,19.561031,0.392000,0.432000,0.801267,0.365385,0.403846,10.081001,0.417500,0.450000,0.727814,0.303279,0.319672,0.570631,0.764000,1.208000,0.462050,
0.333333,0.333333,0.220274,0.333333,0.444444,0.381670,0.615385,0.923077,0.693610,0.692308,0.846154,0.575223,0.421053,0.552632,1.313591,0.018519,0.018519,0.336606,0.108280,0.121019,0.591098,0.432000,0.448000,0.481180,0.960648,1.659722,1.895138,0.666667,0.800000,0.644298,0.733333,1.013333,0.285926,0.853261,2.048913,0.805248,0.360000,0.392000,0.696960,0.403846,0.615385,9.946225,0.375000,0.410000,0.797694,0.286885,0.303279,0.397382,0.748000,1.268000,0.446171,
0.666667,1.166667,0.295016,0.555556,0.666667,0.406497,0.615385,0.846154,0.600659,0.692308,0.769231,0.569384,0.368421,0.447368,1.535644,0.000000,0.000000,0.382394,0.076433,0.082803,0.481479,0.456000,0.484000,0.455964,0.960648,1.662037,0.484231,0.733333,1.333333,0.522563,0.720000,0.986667,0.271100,0.858696,2.059783,0.596519,0.340000,0.364000,0.907691,0.865385,2.134615,1.401270,0.372500,0.400000,0.715170,0.311475,0.319672,0.589333,0.752000,1.260000,0.465902,
0.500000,0.666667,0.295113,0.222222,0.222222,0.393805,0.692308,0.923077,0.636286,0.307692,0.307692,0.560089,0.421053,0.578947,1.233835,0.018519,0.018519,0.303339,0.070064,0.089172,0.414338,0.432000,0.452000,0.440589,0.960648,1.662037,0.653945,0.666667,1.066667,0.515191,0.720000,0.920000,0.317319,0.858696,2.065217,1.281171,0.412000,0.452000,0.814428,0.884615,2.230769,2.189935,0.400000,0.432500,0.832420,0.352459,0.393443,0.445988,0.728000,1.200000,0.436422,
0.666667,1.000000,0.291314,0.444444,0.555556,0.403674,0.461538,0.461538,0.657562,0.461538,0.538462,0.596404,0.447368,0.631579,1.365553,0.000000,0.000000,0.405263,0.114650,0.140127,0.604313,0.496000,0.500000,0.497020,0.960648,1.662037,2.104317,0.600000,1.066667,0.675327,0.706667,1.013333,0.287698,0.853261,2.048913,22.096926,0.372000,0.400000,0.694400,0.461538,0.711538,8.530633,0.410000,0.445000,0.778304,0.286885,0.303279,0.507176,0.784000,1.252000,0.474714,
0.333333,0.666667,0.298140,0.333333,0.333333,0.415376,0.615385,0.846154,0.605788,0.692308,1.000000,0.618770,0.473684,0.605263,1.285941,0.000000,0.000000,0.344394,0.114650,0.127389,0.533406,0.440000,0.468000,0.459566,0.960648,1.662037,4.851397,0.733333,0.933333,0.513688,0.706667,0.946667,0.266977,0.853261,2.054348,1.107063,0.412000,0.440000,0.866409,0.480769,0.634615,8.122599,0.397500,0.422500,0.706276,0.278689,0.286885,0.482346,0.748000,1.168000,0.485773,
0.500000,0.666667,0.271542,0.666667,0.888889,0.425765,0.769231,1.000000,0.625363,0.461538,0.615385,0.561634,0.473684,0.552632,1.318947,0.037037,0.037037,0.427924,0.095541,0.101911,0.477950,0.448000,0.468000,0.560281,0.960648,1.662037,6.593471,0.666667,0.800000,0.496459,0.746667,1.000000,0.263109,0.798913,1.288043,20.748449,0.364000,0.388000,0.883941,0.423077,0.500000,9.175704,0.390000,0.412500,0.794477,0.327869,0.360656,0.416365,0.740000,1.184000,0.453222,
0.333333,0.666667,0.292049,0.555556,0.777778,0.466511,0.538462,0.615385,0.601920,0.615385,0.692308,0.579940,0.342105,0.421053,1.400505,0.037037,0.037037,0.306816,0.108280,0.127389,0.450484,0.408000,0.428000,0.462990,0.083333,0.087963,6.325729,0.800000,1.066667,0.525037,0.706667,0.946667,0.274593,0.804348,1.472826,21.566749,0.356000,0.388000,0.852506,0.865385,2.153846,1.401036,0.390000,0.430000,0.735239,0.229508,0.245902,0.425102,0.772000,1.280000,0.433652,
0.333333,0.666667,0.317326,0.333333,0.333333,0.444717,0.846154,1.230769,0.584041,0.769231,1.000000,0.572854,0.500000,0.605263,1.456728,0.018519,0.018519,0.382517,0.070064,0.076433,0.445440,0.440000,0.460000,0.489796,0.960648,1.662037,1.111865,0.666667,1.133333,0.510726,0.693333,0.986667,0.275524,0.853261,2.043478,1.117929,0.376000,0.412000,1.136253,0.865385,2.153846,1.311817,0.425000,0.447500,0.735338,0.311475,0.319672,0.591420,0.716000,1.216000,0.470978,
