,contact-lenses,,,pasture,,,squash-stored,,,squash-unstored,,,tae,,,newthyroid,,,balance-scale,,,SWD,,,car,,,bondrate,,,toy,,,eucalyptus,,,LEV,,,automobile,,,winequality-red,,,ESL,,,ERA
MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time,MZE,MAE,Time
0.500000,0.833333,14.783036,0.444444,0.444444,12.393178,0.384615,0.461538,8.564656,0.538462,0.538462,8.800347,0.421053,0.552632,17.139047,0.055556,0.055556,13.043044,0.006369,0.006369,29.332806,0.480000,0.512000,55.031643,0.009259,0.013889,227.534483,0.400000,0.600000,20.951316,0.053333,0.053333,12.164685,0.407609,0.472826,163.878620,0.352000,0.400000,49.482136,0.365385,0.634615,21.162354,0.395000,0.430000,245.134604,0.295082,0.303279,25.240168,0.788000,1.756000,78.931070,
0.500000,0.666667,12.017041,0.333333,0.333333,12.530992,0.307692,0.384615,26.665040,0.153846,0.230769,25.713678,0.394737,0.657895,16.148129,0.018519,0.018519,8.475274,0.031847,0.031847,29.897746,0.376000,0.408000,59.758379,0.013889,0.013889,226.743339,0.466667,0.666667,19.892535,0.026667,0.093333,11.027022,0.434783,0.483696,164.382700,0.352000,0.388000,50.814842,0.250000,0.461538,20.675794,0.362500,0.450000,243.653269,0.336066,0.360656,24.993037,0.828000,2.032000,78.759581,
0.333333,0.500000,15.505034,0.222222,0.333333,12.779810,0.307692,0.307692,8.126811,0.307692,0.307692,8.407997,0.368421,0.421053,29.233349,0.037037,0.037037,13.107464,0.025478,0.025478,29.171563,0.392000,0.460000,63.280950,0.004630,0.004630,228.559334,0.466667,0.600000,19.520551,0.053333,0.053333,34.655765,0.494565,0.592391,163.637425,0.336000,0.396000,50.700172,0.307692,0.423077,24.617657,0.357500,0.422500,214.044143,0.327869,0.385246,24.430919,0.780000,1.816000,77.529933,
0.166667,0.166667,12.539671,0.111111,0.111111,7.663427,0.615385,0.769231,9.128364,0.307692,0.307692,7.976711,0.473684,0.552632,18.803034,0.037037,0.037037,8.786566,0.044586,0.044586,32.944341,0.392000,0.452000,62.867196,0.018519,0.023148,227.334496,0.400000,0.533333,19.505380,0.013333,0.013333,34.980619,0.478261,0.483696,150.582841,0.384000,0.436000,32.899928,0.346154,0.307692,23.771248,0.397500,0.442500,241.964595,0.336066,0.344262,25.219815,0.796000,1.724000,77.096138,
0.000000,0.000000,12.807292,0.222222,0.222222,13.428613,0.230769,0.230769,22.374352,0.307692,0.384615,8.883335,0.473684,0.578947,28.586912,0.037037,0.037037,11.722046,0.019108,0.019108,31.207295,0.424000,0.468000,61.932848,0.013889,0.013889,226.729015,0.466667,0.666667,19.931322,0.080000,0.080000,15.527228,0.440217,0.565217,152.405774,0.340000,0.368000,49.732252,0.365385,0.538462,23.719844,0.332500,0.430000,213.740975,0.344262,0.352459,27.958170,0.780000,1.960000,67.334743,
0.166667,0.166667,13.152251,0.444444,0.555556,13.379148,0.461538,0.384615,25.533781,0.230769,0.230769,15.451165,0.421053,0.605263,10.660867,0.092593,0.092593,9.900006,0.050955,0.050955,32.536968,0.452000,0.504000,63.582412,0.016204,0.018519,227.204737,0.466667,0.600000,20.677983,0.066667,0.066667,18.659103,0.456522,0.456522,152.230146,0.352000,0.404000,33.337843,0.269231,0.365385,23.549801,0.352500,0.420000,243.657484,0.295082,0.295082,28.372751,0.832000,2.116000,77.180478,
0.333333,0.666667,10.940762,0.444444,0.444444,11.395976,0.461538,0.538462,13.664960,0.076923,0.076923,26.115305,0.605263,0.763158,15.451503,0.000000,0.000000,11.535220,0.057325,0.057325,28.802483,0.376000,0.412000,64.627005,0.004630,0.004630,145.134685,0.266667,0.400000,12.776987,0.053333,0.053333,11.179923,0.396739,0.445652,163.976325,0.372000,0.396000,57.200851,0.307692,0.423077,49.134716,0.352500,0.447500,244.432779,0.336066,0.368852,28.125343,0.840000,2.012000,65.187685,
0.166667,0.333333,12.001992,0.222222,0.222222,10.794293,0.076923,0.153846,7.904810,0.384615,0.538462,26.047158,0.473684,0.526316,9.334044,0.037037,0.037037,9.236527,0.031847,0.031847,30.269416,0.440000,0.508000,55.399741,0.020833,0.025463,145.038176,0.400000,0.400000,11.833537,0.053333,0.093333,10.650002,0.418478,0.521739,164.583592,0.388000,0.412000,56.639331,0.269231,0.423077,52.369706,0.325000,0.417500,242.817433,0.262295,0.278689,27.196419,0.828000,2.132000,66.289043,
0.000000,0.333333,13.997079,0.222222,0.222222,11.922564,0.538462,0.615385,8.126973,0.461538,0.076923,26.529535,0.394737,0.552632,10.375099,0.074074,0.074074,11.871870,0.038217,0.038217,30.387488,0.464000,0.484000,63.221727,0.025463,0.025463,144.779758,0.466667,0.666667,12.695681,0.040000,0.040000,19.831093,0.375000,0.413043,165.049787,0.388000,0.444000,31.648993,0.230769,0.365385,52.019663,0.355000,0.415000,212.750335,0.319672,0.344262,24.027847,0.792000,2.064000,165.519962,
0.333333,0.666667,11.418729,0.333333,0.333333,11.683935,0.461538,0.538462,15.404553,0.153846,0.384615,29.085647,0.368421,0.631579,10.748976,0.055556,0.055556,23.200108,0.038217,0.038217,30.696848,0.392000,0.432000,35.348093,0.009259,0.009259,207.399225,0.400000,0.600000,12.777294,0.053333,0.053333,18.193643,0.445652,0.483696,164.934441,0.372000,0.432000,31.884606,0.230769,0.461538,51.740145,0.350000,0.392500,137.698207,0.352459,0.352459,27.847925,0.824000,1.932000,176.798248,
0.333333,0.666667,12.449805,0.222222,0.222222,11.300746,0.230769,0.230769,15.814662,0.307692,0.307692,26.392114,0.500000,0.526316,16.398526,0.018519,0.018519,11.855025,0.025478,0.025478,29.189688,0.416000,0.452000,57.671920,0.020833,0.020833,207.851886,0.400000,0.600000,8.644445,0.066667,0.066667,18.727179,0.451087,0.532609,163.713486,0.368000,0.420000,32.504780,0.173077,0.269231,51.550632,0.375000,0.410000,242.230307,0.368852,0.393443,23.898741,0.772000,2.012000,183.261758,
0.166667,0.166667,11.001913,0.222222,0.222222,11.250373,0.153846,0.153846,8.179492,0.307692,0.076923,26.046956,0.421053,0.447368,10.131226,0.037037,0.037037,10.884887,0.025478,0.025478,28.064802,0.436000,0.532000,34.246415,0.013889,0.009259,144.383843,0.400000,0.600000,9.285218,0.026667,0.026667,18.022160,0.451087,0.510870,152.771817,0.356000,0.396000,31.963493,0.307692,0.500000,50.970526,0.377500,0.407500,138.182245,0.327869,0.360656,25.012041,0.792000,2.140000,180.391095,
0.166667,0.166667,13.558568,0.333333,0.333333,11.118010,0.461538,0.538462,15.903469,0.384615,0.230769,28.170476,0.500000,0.315789,16.428585,0.018519,0.018519,25.742446,0.025478,0.025478,28.594935,0.416000,0.492000,63.546357,0.018519,0.018519,145.185251,0.400000,0.600000,9.215319,0.093333,0.080000,18.733058,0.429348,0.500000,165.541903,0.348000,0.388000,32.698108,0.173077,0.250000,53.059070,0.335000,0.392500,248.772092,0.311475,0.327869,27.761737,0.824000,1.780000,171.806231,
0.166667,0.166667,12.220082,0.333333,0.333333,20.727605,0.461538,0.461538,15.333736,0.076923,0.384615,23.601329,0.421053,0.473684,16.299016,0.000000,0.000000,25.596670,0.025478,0.025478,29.226112,0.456000,0.480000,61.669480,0.011574,0.011574,206.773093,0.466667,0.600000,9.223796,0.053333,0.053333,34.842628,0.429348,0.494565,389.935264,0.384000,0.428000,31.810525,0.307692,0.403846,52.597659,0.337500,0.425000,242.060039,0.368852,0.409836,27.389540,0.816000,1.960000,171.845054,
0.333333,0.666667,14.361174,0.555556,0.555556,10.630265,0.384615,0.461538,8.960522,0.230769,0.076923,23.833671,0.394737,0.473684,16.199621,0.018519,0.018519,8.603549,0.044586,0.044586,28.503624,0.452000,0.488000,63.047326,0.013889,0.016204,208.524641,0.400000,0.600000,8.436526,0.026667,0.026667,10.923101,0.413043,0.478261,165.187105,0.364000,0.388000,32.784464,0.288462,0.442308,20.440775,0.387500,0.430000,239.945292,0.360656,0.377049,27.392120,0.852000,1.672000,181.184083,
0.333333,0.500000,14.933811,0.333333,0.333333,10.117133,0.461538,0.538462,15.591175,0.307692,0.307692,22.056264,0.552632,0.736842,15.889801,0.018519,0.037037,9.140891,0.038217,0.038217,30.655961,0.428000,0.476000,63.415854,0.013889,0.013889,208.030335,0.466667,0.733333,13.038825,0.120000,0.120000,15.544339,0.434783,0.521739,166.766204,0.372000,0.400000,32.495825,0.173077,0.230769,20.572229,0.395000,0.447500,243.086985,0.319672,0.327869,24.305392,0.768000,1.768000,80.725002,
0.333333,0.666667,12.642781,0.222222,0.222222,10.538111,0.461538,0.538462,16.701585,0.076923,0.230769,8.477860,0.421053,0.473684,14.588531,0.055556,0.055556,9.132438,0.025478,0.025478,29.843356,0.464000,0.500000,54.413572,0.009259,0.011574,228.306654,0.466667,0.733333,8.157165,0.066667,0.066667,15.249555,0.413043,0.510870,165.801117,0.396000,0.448000,50.295492,0.173077,0.307692,20.390491,0.395000,0.450000,648.125894,0.344262,0.368852,25.513264,0.824000,1.776000,81.063125,
0.333333,0.500000,11.402007,0.444444,0.444444,7.659322,0.307692,0.307692,14.961989,0.307692,0.307692,8.344363,0.263158,0.342105,12.721330,0.037037,0.037037,11.101132,0.050955,0.031847,31.603719,0.456000,0.476000,63.183050,0.011574,0.013889,228.273812,0.533333,0.600000,7.848506,0.066667,0.066667,14.848432,0.456522,0.461957,165.470516,0.364000,0.396000,33.367426,0.230769,0.326923,20.704135,0.340000,0.440000,214.192070,0.311475,0.360656,24.925154,0.816000,1.952000,79.099800,
0.333333,0.666667,11.483289,0.666667,0.777778,7.600763,0.615385,0.307692,14.023853,0.153846,0.384615,18.962531,0.526316,0.657895,12.743478,0.055556,0.055556,8.521546,0.012739,0.012739,30.467354,0.436000,0.496000,62.578798,0.013889,0.013889,207.368887,0.466667,0.733333,7.941445,0.026667,0.026667,37.191693,0.423913,0.505435,151.185349,0.368000,0.404000,33.247873,0.153846,0.250000,21.495392,0.380000,0.430000,138.756375,0.311475,0.319672,28.766911,0.812000,1.840000,82.499738,
